whois_id,character_id,character_name,captured_at,raw_text,parsed_level,parsed_race,parsed_class,status,parse_confidence,notes
whois_turviniel_1780916767,char_turviniel,Turviniel,2026-06-08 21:06:08,No one by that name.,,,,not_found,high,query_name=Turviniel | MUME returned: No one by that name.
whois_tutti_1780916773,char_tutti,Tutti,2026-06-08 21:06:13,"Tutti Hottentotti is a level seventy-four Half-elven Hero
    [Retired].
Last login 7 years, 5 months, and 13 days ago from [numerical
    address].
This heir of Hottentot family fled from his domain when the orc armies of
far east conquered the kingdom and murdered his father. One day he will
march back and regain his father's throne. Until that day arrives, he will
assist the Free People of the West in their war against Sauron.",74,Half-elven,Hero,Retired,medium,"query_name=Tutti | display_name=Tutti Hottentotti | epithet_or_title=Hottentotti | Last login 7 years, 5 months, and 13 days ago from [numerical address]."
whois_tvimina_1780916779,char_tvimina,Tvimina,2026-06-08 21:06:19,"Tvimina is a Hobbit [Retired].
Last login 3 years, 4 months, and 10 days ago.",,Hobbit,,Retired,medium,"query_name=Tvimina | display_name=Tvimina | Last login 3 years, 4 months, and 10 days ago."
whois_twog_1780916784,char_twog,Twog,2026-06-08 21:06:25,Twog is an Orc [Retired].,,Orc,,Retired,medium,query_name=Twog | display_name=Twog
whois_twoq_1780916790,char_twoq,Twoq,2026-06-08 21:06:30,"Twoq is a Dwarf [Retired].
Last login 13 years, 7 months, and 23 days ago.

Whatever it is, I fear Swedes even when they bring gifts.",,Dwarf,,Retired,medium,"query_name=Twoq | display_name=Twoq | Last login 13 years, 7 months, and 23 days ago."
whois_tygr_1780916795,char_tygr,Tygr,2026-06-08 21:06:36,"Tygr is a Half-Elf [Retired].
Last login 17 years and 7 days ago.",,Half-Elf,,Retired,medium,query_name=Tygr | display_name=Tygr | Last login 17 years and 7 days ago.
whois_tyrion_1780916801,char_tyrion,Tyrion,2026-06-08 21:06:42,Tyrion Lannister is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Tyrion | display_name=Tyrion Lannister | epithet_or_title=Lannister
whois_tzanck_1780916807,char_tzanck,Tzanck,2026-06-08 21:06:47,"Tzanck Sneer is a level forty-one Tarkhnarb Necromancer [Retired].

             Gem-collector and Draught specialist",41,Tarkhnarb,Necromancer,Retired,medium,query_name=Tzanck | display_name=Tzanck Sneer | epithet_or_title=Sneer
whois_uber_1780916812,char_uber,Uber,2026-06-08 21:06:53,"Uber the Pirate is a Dwarf [Retired].
Last login 7 months and 16 days ago.

Yarr!

ndneenneundeen",,Dwarf,,Retired,medium,query_name=Uber | display_name=Uber the Pirate | epithet_or_title=the Pirate | Last login 7 months and 16 days ago.
whois_udo_1780916818,char_udo,Udo,2026-06-08 21:06:58,"Udo ChestBeard, King of MithrilBalls is a Dwarf [Retired].
Last login 3 years, 5 months, and 26 days ago.
*        . . . . o o o o o
*               _____      o       _______
*      ____====  ]OO|_n_n__][.     |lamer|
*     [________]_|__|________)<    |ville|
*      oo    oo  'oo OOOO-| oo\\_   ~~~|~~~
*  +--+--+--+--+--+--+--+--+-$1-+--+--+--+--+",,Dwarf,,Retired,medium,"query_name=Udo | display_name=Udo ChestBeard, King of MithrilBalls | epithet_or_title=ChestBeard, King of MithrilBalls | Last login 3 years, 5 months, and 26 days ago."
whois_uffe_1780916823,char_uffe,Uffe,2026-06-08 21:07:04,"Uffe Knuffar is a level fifty-four Orkish Fighter.

                              --- --- ---
                          ---|   |   |   |
                        _|___|___|___|___|_
                       (_>_U_>_F_>_F_>_E_>_)
                         |   |   |   |   |
                         |_ _|_ _|_ ------
                         \___ \___\ (__|  |
                                    ------

                     Urban Fist Fightning Enemy

           ""The fist-bone is connected to the, cheek-bone""",54,Orkish,Fighter,,medium,query_name=Uffe | display_name=Uffe Knuffar | epithet_or_title=Knuffar
whois_ugash_1780916829,char_ugash,Ugash,2026-06-08 21:07:09,No one by that name.,,,,not_found,high,query_name=Ugash | MUME returned: No one by that name.
whois_ughár_1780916835,,Ughár,2026-06-08 21:07:15,"Ughár the Ugly is a level forty-one Tarkhnarb Necromancer
    [Retired].",41,Tarkhnarb,Necromancer,Retired,medium,query_name=Ughar | display_name=Ughár the Ugly | epithet_or_title=the Ugly
whois_ugnez_1780916840,char_ugnez,Ugnez,2026-06-08 21:07:21,"Ugnez the Dreadlord, Lord of Darkness is a level fifty-five
    Tarkhnarb Battlemaster [Retired].
For the LAST time, I'm a Dreadlord, not a Druglord!

MSN/E-mail: alo.sarv@mail.ee          ICQ: 220647941
Web: http://www.hot.ee/alo17",55,Tarkhnarb,Battlemaster,Retired,medium,"query_name=Ugnez | display_name=Ugnez the Dreadlord, Lord of Darkness | epithet_or_title=the Dreadlord, Lord of Darkness"
whois_uhan_1780916846,char_uhan,Uhan,2026-06-08 21:07:26,No one by that name.,,,,not_found,high,query_name=Uhan | MUME returned: No one by that name.
whois_ukuvul_1780916852,char_ukuvul,Ukuvul,2026-06-08 21:07:32,"Ukuvul is a level twelve Orkish Sentry [Retired].

                 (  /\__________/\  )
                  \(^ @___..___@ ^)/
                   /\ (\/\/\/\/) /\
                  /  \(/\/\/\/\)/  \
                -(    """"""""""""""""""""    )
                  \      _____      /
                  (     /(   )\     )
                  _)   (_V) (V_)   (_
                 (V)(V)(V)   (V)(V)(V)",12,Orkish,Sentry,Retired,medium,query_name=Ukuvul | display_name=Ukuvul
whois_ula_1780916857,char_ula,Ula,2026-06-08 21:07:38,Ula is a level eight Tarkhnarb Cut-Throat [Retired].,8,Tarkhnarb,Cut-Throat,Retired,medium,query_name=Ula | display_name=Ula
whois_uland_1780916863,char_uland,Uland,2026-06-08 21:07:43,"Uland the Elder is a level thirty-one Noldorin Hero [Retired].
Last login 23 years, 1 month, and 23 days ago from *.com.",31,Noldorin,Hero,Retired,medium,"query_name=Uland | display_name=Uland the Elder | epithet_or_title=the Elder | Last login 23 years, 1 month, and 23 days ago from *.com."
whois_uldrâk_1780916868,,Uldrâk,2026-06-08 21:07:49,"Uldrâk of Angband is a level seventy-four Tarkhnarb Battlemaster
    [Retired].

          'The wolf howls. The ravens flee.
           The ice mutters in the mouths of the sea.
           The captives sad in Angband mourn.'",74,Tarkhnarb,Battlemaster,Retired,medium,query_name=Uldrak | display_name=Uldrâk of Angband | epithet_or_title=of Angband
whois_ulfhild_1780916874,char_ulfhild,Ulfhild,2026-06-08 21:07:54,"Ulfhild of the Hill is a level thirty-six Hill Troll Warrior.
               ------
              /      \
             /        ---
            /            \
   ---------              \-----
  /           ""mY hiLl""         \
--             -UlFhlD           \",36,Hill Troll,Warrior,,medium,query_name=Ulfhild | display_name=Ulfhild of the Hill | epithet_or_title=of the Hill
whois_ulkaar_1780916880,char_ulkaar,Ulkaar,2026-06-08 21:08:00,"Ulkaar is an Orc [Retired].

 (o)__(o)
  \ .. /  (
  ==\/==   )
  (m  m)  (
 m(____)m__)

If you can't stand to fall, you shouldn't stand at all.",,Orc,,Retired,medium,query_name=Ulkaar | display_name=Ulkaar
whois_umanidd_1780916885,char_umanidd,Umanidd,2026-06-08 21:08:06,Umanidd Rag Doll is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Umanidd | display_name=Umanidd Rag Doll | epithet_or_title=Rag Doll
whois_umnik_1780916891,char_umnik,Umnik,2026-06-08 21:08:11,"Umnik smart headmaster is a level thirty-seven Half-elven Warlock.
           __              o             
           \%`.     0   O    o      
            `.%`.      o___o
              `.%`.''o^__O_^^''-._
               /`.%`.^^    ^^''-  \
              .`. `.%`.----'''^  .`.
             /   ''-`.%`.__..__''   \
            :         `.%`.  \ \     :
            |           `.%`./_/     | 
            |             `./ /.     |
            :            __/\/:/.    :
             \           \__/  `:/;./
              `.                 `:/;.
                `.              .' `:/`;
                  `-..______..-'     `'",37,Half-elven,Warlock,,medium,query_name=Umnik | display_name=Umnik smart headmaster | epithet_or_title=smart headmaster
whois_undolomion_1780916896,char_undolomion,Undolomion,2026-06-08 21:08:17,No one by that name.,,,,not_found,high,query_name=Undolomion | MUME returned: No one by that name.
whois_ungrim_1780916902,char_ungrim,Ungrim,2026-06-08 21:08:22,"Ungrim is a level eighteen Dwarven Battlemaster [Retired].
Last login 21 years, 4 months, and 13 days ago from *.se.
Is playing from *.norrland",18,Dwarven,Battlemaster,Retired,medium,"query_name=Ungrim | display_name=Ungrim | Last login 21 years, 4 months, and 13 days ago from *.se."
whois_unholy_1780916908,char_unholy,Unholy,2026-06-08 21:08:28,"Unholy Misery is a level twenty-seven Tarkhnarb Champion
    [Retired].",27,Tarkhnarb,Champion,Retired,medium,query_name=Unholy | display_name=Unholy Misery | epithet_or_title=Misery
whois_unoc_1780916914,char_unoc,Unoc,2026-06-08 21:08:34,No one by that name.,,,,not_found,high,query_name=Unoc | MUME returned: No one by that name.
whois_uralyon_1780916919,char_uralyon,Uralyon,2026-06-08 21:08:39,Uralyon is a level eight Black Númenórean Mercenary [Retired].,8,Black Númenórean,Mercenary,Retired,medium,query_name=Uralyon | display_name=Uralyon
whois_uriond_1780916925,char_uriond,Uriond,2026-06-08 21:08:45,"Uriond is an Elf [Retired].
Last login 1 year and 10 months ago.",,Elf,,Retired,medium,query_name=Uriond | display_name=Uriond | Last login 1 year and 10 months ago.
whois_userbius_1780916930,char_userbius,Userbius,2026-06-08 21:08:51,No one by that name.,,,,not_found,high,query_name=Userbius | MUME returned: No one by that name.
whois_uthalg_1780916936,char_uthalg,Uthalg,2026-06-08 21:08:56,No one by that name.,,,,not_found,high,query_name=Uthalg | MUME returned: No one by that name.
whois_uzbâd_1780916942,,Uzbâd,2026-06-08 21:09:02,"Uzbâd Unz is a Dwarf.
Last login 6 days and 15 hours ago.",,Dwarf,,,medium,query_name=Uzbad | display_name=Uzbâd Unz | epithet_or_title=Unz | Last login 6 days and 15 hours ago.
whois_vaab_1780916947,char_vaab,Vaab,2026-06-08 21:09:08,No one by that name.,,,,not_found,high,query_name=Vaab | MUME returned: No one by that name.
whois_vagdish_1780916953,char_vagdish,Vagdish,2026-06-08 21:09:13,No one by that name.,,,,not_found,high,query_name=Vagdish | MUME returned: No one by that name.
whois_vaim_1780916958,char_vaim,Vaim,2026-06-08 21:09:19,"Vaim ... is an Elf [Retired].
Last login 2 years, 7 months, and 3 days ago.",,Elf,,Retired,medium,"query_name=Vaim | display_name=Vaim ... | epithet_or_title=... | Last login 2 years, 7 months, and 3 days ago."
whois_väinämöinen_1780916964,,Väinämöinen,2026-06-08 21:09:24,"Väinämöinen Väkevä is a level seventy-five Silvan Hero [Retired].
Last login 3 years, 4 months, and 22 days ago from *.com.
   _       *
   \\     /
O  |_\   w
|  /..) (_)
|  >  </ /
| /`==' /
|/     <
|  !   |
=)/-==-x
| /|  (_)
|/      \
|        \
|-______--'
| (/  \)",75,Silvan,Hero,Retired,medium,"query_name=Vainamoinen | display_name=Väinämöinen Väkevä | epithet_or_title=Väkevä | Last login 3 years, 4 months, and 22 days ago from *.com."
whois_valacar_1780916970,char_valacar,Valacar,2026-06-08 21:09:30,"Valacar is a Man [Retired].
Last login 10 years, 1 month, and 17 days ago.
mark@ons.ca

Bearing a striking resemblance to the 19th King of Gondor, Valacar stands
tall and proud, ready to fight at his brother Vorondil's side, for the glory
of Gondor and the White Tower.",,Man,,Retired,medium,"query_name=Valacar | display_name=Valacar | Last login 10 years, 1 month, and 17 days ago."
whois_valamir_1780916975,char_valamir,Valamir,2026-06-08 21:09:36,"Valamir the Magemaster of the Red Dragons is an Elf.
Last login 5 days and 15 hours ago.",,Elf,,,medium,query_name=Valamir | display_name=Valamir the Magemaster of the Red Dragons | epithet_or_title=the Magemaster of the Red Dragons | Last login 5 days and 15 hours ago.
whois_válandar_1780916981,,Válandar,2026-06-08 21:09:41,Válandar is an Elf [Retired].,,Elf,,Retired,medium,query_name=Valandar | display_name=Válandar
whois_valastule_1780916986,char_valastule,Valastule,2026-06-08 21:09:47,No one by that name.,,,,not_found,high,query_name=Valastule | MUME returned: No one by that name.
whois_valdja_1780916992,char_valdja,Valdja,2026-06-08 21:09:52,"Valdja the Blackened is an Orc [Retired].

With Fear I've Kissed The Burning Darkness...",,Orc,,Retired,medium,query_name=Valdja | display_name=Valdja the Blackened | epithet_or_title=the Blackened
whois_valen_1780916998,char_valen,Valen,2026-06-08 21:09:58,"Valen the Guide is a level thirty-one Eriadorian Hero [Retired].
Last login 25 years, 10 months, and 12 days ago from *.edu.",31,Eriadorian Hero,,Retired,medium,"query_name=Valen | display_name=Valen the Guide | epithet_or_title=the Guide | Last login 25 years, 10 months, and 12 days ago from *.edu."
whois_valeria_1780917003,char_valeria,Valeria,2026-06-08 21:10:04,"Valeria is an Elf.
Last login 1 month and 11 days ago from *.com.",,Elf,,,medium,query_name=Valeria | display_name=Valeria | Last login 1 month and 11 days ago from *.com.
whois_valgarv_1780917009,char_valgarv,Valgarv,2026-06-08 21:10:09,"Valgarv the Red Shirted is an Orc [Retired].
An old tailor says 'Gu uot Valgarv, A don't deal wyth Orcs!'
Narv says 'Your corpse wall be rapped to paeces!'",,Orc,,Retired,medium,query_name=Valgarv | display_name=Valgarv the Red Shirted | epithet_or_title=the Red Shirted
whois_valir_1780917015,char_valir,Valir,2026-06-08 21:10:15,"Valir the Dwarven Champion is a Dwarf [Retired].
Last login 11 years and 8 days ago.",,Dwarf,,Retired,medium,query_name=Valir | display_name=Valir the Dwarven Champion | epithet_or_title=the Dwarven Champion | Last login 11 years and 8 days ago.
whois_valkyria_1780917020,char_valkyria,Valkyria,2026-06-08 21:10:21,"Valkyria is a level thirty-three Silvan Warden [Retired].
Last login 21 years, 10 months, and 4 days ago from *.com.",33,Silvan,Warden,Retired,medium,"query_name=Valkyria | display_name=Valkyria | Last login 21 years, 10 months, and 4 days ago from *.com."
whois_valkyrie_1780917026,char_valkyrie,Valkyrie,2026-06-08 21:10:26,"Valkyrie the Man Huntress is a Woman [Retired].
Last login 21 years, 9 months, and 19 days ago.
How is choosing a servant any different from picking a flower?
Aren't you just a death-goddess!?
Was I picking souls as though I was picking flowers?
What is a Valkyrie? Am I merely... a Death Goddess?
The death of a loved one.  For they that remain, the wounds grow deeper
and deeper... Those that remain grow weaker and weaker, an agony
incomparable, their hearts in bondage.
Who is the one that remains? And who is the one that departed?",,Woman,,Retired,medium,"query_name=Valkyrie | display_name=Valkyrie the Man Huntress | epithet_or_title=the Man Huntress | Last login 21 years, 9 months, and 19 days ago."
whois_vandal_1780917031,char_vandal,Vandal,2026-06-08 21:10:32,"Vandal is a level one Mountain Troll Softskin [Retired].

Sundied on level 24. .
wave and goodbye",1,Mountain Troll,Softskin,Retired,medium,query_name=Vandal | display_name=Vandal
whois_vanimeldë_1780917037,,Vanimeldë,2026-06-08 21:10:38,Vanimeldë the Queen is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Vanimelde | display_name=Vanimeldë the Queen | epithet_or_title=the Queen
whois_vanir_1780917043,char_vanir,Vanir,2026-06-08 21:10:43,No one by that name.,,,,not_found,high,query_name=Vanir | MUME returned: No one by that name.
whois_vargas_1780917048,char_vargas,Vargas,2026-06-08 21:10:49,Vargas is an Orc [Retired].,,Orc,,Retired,medium,query_name=Vargas | display_name=Vargas
whois_vasa_1780917054,char_vasa,Vasa,2026-06-08 21:10:54,"Vasa the bouncing Ninja is a level thirty-two Harfoot Hero
    [Retired].
Last login 10 months and 21 days ago from *.net.",32,Harfoot,Hero,Retired,medium,query_name=Vasa | display_name=Vasa the bouncing Ninja | epithet_or_title=the bouncing Ninja | Last login 10 months and 21 days ago from *.net.
whois_vasilisa_1780917060,char_vasilisa,Vasilisa,2026-06-08 21:11:00,"Vasilisa the Wise is an Elf [Retired].
Last login 3 years, 2 months, and 3 days ago.",,Elf,,Retired,medium,"query_name=Vasilisa | display_name=Vasilisa the Wise | epithet_or_title=the Wise | Last login 3 years, 2 months, and 3 days ago."
whois_vassago_1780917065,char_vassago,Vassago,2026-06-08 21:11:06,Vassago dfg is an Orc [Retired].,,Orc,,Retired,medium,query_name=Vassago | display_name=Vassago dfg | epithet_or_title=dfg
whois_vatsayana_1780917071,char_vatsayana,Vatsayana,2026-06-08 21:11:11,No one by that name.,,,,not_found,high,query_name=Vatsayana | MUME returned: No one by that name.
whois_vayu_1780917076,char_vayu,Vayu,2026-06-08 21:11:17,No one by that name.,,,,not_found,high,query_name=Vayu | MUME returned: No one by that name.
whois_vecna_1780917082,char_vecna,Vecna,2026-06-08 21:11:22,"Vecna, Master of the Spider Throne is a Black Númenórean
    [Retired].",,Black Númenórean,,Retired,medium,"query_name=Vecna | display_name=Vecna, Master of the Spider Throne | epithet_or_title=, Master of the Spider Throne"
whois_venal_1780917088,char_venal,Venal,2026-06-08 21:11:28,No one by that name.,,,,not_found,high,query_name=Venal | MUME returned: No one by that name.
whois_verminaard_1780917094,char_verminaard,Verminaard,2026-06-08 21:11:34,Verminaard the Bloodstained is an Orc [Retired].,,Orc,,Retired,medium,query_name=Verminaard | display_name=Verminaard the Bloodstained | epithet_or_title=the Bloodstained
whois_viclona_1780917099,char_viclona,Viclona,2026-06-08 21:11:40,"Viclona is an Elf [Retired].
Last login 15 years, 3 months, and 7 days ago.
For the New Breed of Drow Elves!",,Elf,,Retired,medium,"query_name=Viclona | display_name=Viclona | Last login 15 years, 3 months, and 7 days ago."
whois_vidomina_1780917105,char_vidomina,Vidomina,2026-06-08 21:11:45,"Vidomina Hero from the Past is a level seventy-two Eriadorian
    Heroine [Retired].
Last login 3 years, 6 months, and 24 days ago from *.ee.
,
The battlehorn of Condor is calling...
NO, it is not calling for anything.
Nowadays it is just good to hang around in taverns
with my friends and to remind the good old time
with a few pints of dwarven ale.",72,Eriadorian Heroine,,Retired,medium,"query_name=Vidomina | display_name=Vidomina Hero from the Past | epithet_or_title=Hero from the Past | Last login 3 years, 6 months, and 24 days ago from *.ee."
whois_vij_1780917110,char_vij,Vij,2026-06-08 21:11:51,"Vij the sissy one is a Troll [Retired].

Ladnij takoj troll, sisjastij...",,Troll,,Retired,medium,query_name=Vij | display_name=Vij the sissy one | epithet_or_title=the sissy one
whois_vili_1780917116,char_vili,Vili,2026-06-08 21:11:56,"Vili is a level fifteen Dwarven Veteran [Retired].
Last login 16 years, 7 months, and 18 days ago from *.com.
      _    _/\_
  (` /\\  /_  _\
___\\  \\ |\||/|
\\  \\__/========\
 \\ /\\/  \####/  \
  \/  \|\  \##/  /|
       |#\  \/  /#|
       |##\    /##|
Runts   \##\  /##/
 R    _/ \##\/##/ \_
  us!(___]\====/[___)",15,Dwarven,Veteran,Retired,medium,"query_name=Vili | display_name=Vili | Last login 16 years, 7 months, and 18 days ago from *.com."
whois_viljar_1780917122,char_viljar,Viljar,2026-06-08 21:12:02,No one by that name.,,,,not_found,high,query_name=Viljar | MUME returned: No one by that name.
whois_vincenzo_1780917127,char_vincenzo,Vincenzo,2026-06-08 21:12:08,"Vincenzo Vigilante, Crimson Sage of the SST is a level
    thirty-three Harfoot Sage [Retired].
Last login 24 years, 5 months, and 4 days ago from *.dk.

The bigger they are, the cuter they ain't!
Size doesn't matter, and I can prove it!

(Just because I'm a guy that doesn't mean I can't have multiple sarcasms)",33,Harfoot,Sage,Retired,medium,"query_name=Vincenzo | display_name=Vincenzo Vigilante, Crimson Sage of the SST | epithet_or_title=Vigilante, Crimson Sage of the SST | Last login 24 years, 5 months, and 4 days ago from *.dk."
whois_vip_1780917133,char_vip,Vip,2026-06-08 21:12:13,"Vip the Black Necrofilonean Patriarch is a level sixty-one Black
    Númenórean Envoy [Retired].

Protect da V.I.P. team !!!",61,Black Númenórean,Envoy,Retired,medium,query_name=Vip | display_name=Vip the Black Necrofilonean Patriarch | epithet_or_title=the Black Necrofilonean Patriarch
whois_vishnak_1780917138,char_vishnak,Vishnak,2026-06-08 21:12:19,"Vishnak the Dark Caress is a level sixty-two Tarkhnarb Veteran
    [Retired].

He was sent to take Enso's place among the Uruk-Hai of the Misty Mountains by
Grolushivak Rockbottom, the by far most respected leader of the outposts in the
north. He is now beginning to grow into the role of his predecessor and will no
longer hesitate to violently and relentlessly unleash his fury upon those who
oppose him or disobey his orders. Fear will once again be our greatest weapon.",62,Tarkhnarb,Veteran,Retired,medium,query_name=Vishnak | display_name=Vishnak the Dark Caress | epithet_or_title=the Dark Caress
whois_vlas_1780917144,char_vlas,Vlas,2026-06-08 21:12:24,Vlas is a Troll [Retired].,,Troll,,Retired,medium,query_name=Vlas | display_name=Vlas
whois_voile_1780917150,char_voile,Voile,2026-06-08 21:12:30,"Voile the ""Liquidator"" is a Maia (Cartographer) [Retired].

Semi-active minions : Casque - Zorgmol - Desastre - Brutte

Semi- active pukes: Khzandros - Eldrasil - Dharazor - Mikke",,Maia,,Retired,medium,"query_name=Voile | display_name=Voile the ""Liquidator"" | epithet_or_title=the ""Liquidator"" | role=Cartographer"
whois_vôld_1780917155,,Vôld,2026-06-08 21:12:36,Vôld Sám is a level thirty-three Orkish Veteran [Retired].,33,Orkish,Veteran,Retired,medium,query_name=Vold | display_name=Vôld Sám | epithet_or_title=Sám
whois_voltron_1780917161,char_voltron,Voltron,2026-06-08 21:12:41,"Voltron the Defender of the Universe! is a level thirty-three
    Mountain Troll Warrior [Retired].",33,Mountain Troll,Warrior,Retired,medium,query_name=Voltron | display_name=Voltron the Defender of the Universe! | epithet_or_title=the Defender of the Universe!
whois_vorne_1780917167,char_vorne,Vorne,2026-06-08 21:12:47,No one by that name.,,,,not_found,high,query_name=Vorne | MUME returned: No one by that name.
whois_vortex_1780917172,char_vortex,Vortex,2026-06-08 21:12:53,"Vortex Vaporizer is a level thirty-six Mountain Troll Warrior
    [Retired].",36,Mountain Troll,Warrior,Retired,medium,query_name=Vortex | display_name=Vortex Vaporizer | epithet_or_title=Vaporizer
whois_vradul_1780917178,char_vradul,Vradul,2026-06-08 21:12:58,"Vradul is a level thirty-four Dwarven Ranger [Retired].
Last login 7 years, 10 months, and 9 days ago from [numerical
    address].",34,Dwarven,Ranger,Retired,medium,"query_name=Vradul | display_name=Vradul | Last login 7 years, 10 months, and 9 days ago from [numerical address]."
whois_vral_1780917183,char_vral,Vral,2026-06-08 21:13:04,No one by that name.,,,,not_found,high,query_name=Vral | MUME returned: No one by that name.
whois_vrede_1780917189,char_vrede,Vrede,2026-06-08 21:13:09,"Vrede the Criminal is a Hobbit [Retired].
Last login 17 years, 6 months, and 7 days ago.

I can usually be found ""sööööööder om måårtan""

Per can't MUD.",,Hobbit,,Retired,medium,"query_name=Vrede | display_name=Vrede the Criminal | epithet_or_title=the Criminal | Last login 17 years, 6 months, and 7 days ago."
whois_vridush_1780917195,char_vridush,Vridush,2026-06-08 21:13:15,"Vridush all I can breath; all that I feel is an Orc [Retired].

          Think Once, Think Twice, Think Vridush

               151 Countries, One Vridush",,Orc,,Retired,medium,query_name=Vridush | display_name=Vridush all I can breath; all that I feel | epithet_or_title=all I can breath; all that I feel
whois_vrsh_1780917200,char_vr_sh,Vr�sh,2026-06-08 21:13:21,No one by that name.,,,,not_found,high,query_name=Vr�sh | MUME returned: No one by that name.
whois_vsevolod_1780917206,char_vsevolod,Vsevolod,2026-06-08 21:13:26,Vsevolod Polotskij is an Orc [Retired].,,Orc,,Retired,medium,query_name=Vsevolod | display_name=Vsevolod Polotskij | epithet_or_title=Polotskij
whois_vulgar_1780917211,char_vulgar,Vulgar,2026-06-08 21:13:32,No one by that name.,,,,not_found,high,query_name=Vulgar | MUME returned: No one by that name.
whois_waba_1780917217,char_waba,Waba,2026-06-08 21:13:38,"Waba is a Vala, one of the Aratar.
waba@waba.be

Waba used to be the Arata of Code, 2014-2024.",,"Vala, one of the Aratar",,,medium,query_name=Waba | display_name=Waba
whois_wacka_1780917223,char_wacka,Wacka,2026-06-08 21:13:43,Wacka Microphone is a Troll [Retired].,,Troll,,Retired,medium,query_name=Wacka | display_name=Wacka Microphone | epithet_or_title=Microphone
whois_wacker_1780917229,char_wacker,Wacker,2026-06-08 21:13:49,No one by that name.,,,,not_found,high,query_name=Wacker | MUME returned: No one by that name.
whois_warren_1780917234,char_warren,Warren,2026-06-08 21:13:55,"Warren is a Dwarf [Retired].
Last login 19 years, 9 months, and 18 days ago.",,Dwarf,,Retired,medium,"query_name=Warren | display_name=Warren | Last login 19 years, 9 months, and 18 days ago."
whois_warzûr_1780917240,,Warzûr,2026-06-08 21:14:00,"Warzûr the Master Battlelord of Mazarbul is a level thirty-two
    Tarkhnarb Battlemaster [Retired].
Is playing from *.norrland",32,Tarkhnarb,Battlemaster,Retired,medium,query_name=Warzur | display_name=Warzûr the Master Battlelord of Mazarbul | epithet_or_title=the Master Battlelord of Mazarbul
whois_watár_1780917246,,Watár,2026-06-08 21:14:06,"Watár the Foolish Snaga is a level thirty-two Tarkhnarb Assassin
    [Retired].

    An outcast of the orkish society, perhaps because of his lack of
manners or sulky, shy person, he has taken to the dodgy path, living
off his cunning and skill in stealth rather than his nearly nonexistant
wits. He has turned his lack of friends into an advantage, turning his
skills into a trade where close connections would be a liability instead
of an asset. He cares for no-one and none can gain leverage on him
using an other person.",32,Tarkhnarb,Assassin,Retired,medium,query_name=Watar | display_name=Watár the Foolish Snaga | epithet_or_title=the Foolish Snaga
whois_wenom_1780917251,char_wenom,Wenom,2026-06-08 21:14:11,"Wenom Viddelvith, Dark orc Warrior is a level thirty-eight
    Tarkhnarb Assassin [Retired].",38,Tarkhnarb,Assassin,Retired,medium,"query_name=Wenom | display_name=Wenom Viddelvith, Dark orc Warrior | epithet_or_title=Viddelvith, Dark orc Warrior"
whois_wert_1780917257,char_wert,Wert,2026-06-08 21:14:17,No one by that name.,,,,not_found,high,query_name=Wert | MUME returned: No one by that name.
whois_wes_1780917262,char_wes,Wes,2026-06-08 21:14:23,No one by that name.,,,,not_found,high,query_name=Wes | MUME returned: No one by that name.
whois_wierd_1780917268,char_wierd,Wierd,2026-06-08 21:14:28,"Wierd Whyred is an Orc [Retired].
Is playing from *.norrland

Sauron tells you 'HELLO SNAGA!'",,Orc,,Retired,medium,query_name=Wierd | display_name=Wierd Whyred | epithet_or_title=Whyred
whois_wilma_1780917273,char_wilma,Wilma,2026-06-08 21:14:34,Wilma is a level one Hill Troll Softskin [Retired].,1,Hill Troll,Softskin,Retired,medium,query_name=Wilma | display_name=Wilma
whois_wind_1780917279,char_wind,Wind,2026-06-08 21:14:40,"Wind Warcall, Lieutenant of Great Goblin is a level fifty-six
    Tarkhnarb Veteran [Retired].",56,Tarkhnarb,Veteran,Retired,medium,"query_name=Wind | display_name=Wind Warcall, Lieutenant of Great Goblin | epithet_or_title=Warcall, Lieutenant of Great Goblin"
whois_winnie_1780917285,char_winnie,Winnie,2026-06-08 21:14:45,"Winnie the Bear-girl is a level twenty-six Beorning Battlemistress
    [Retired].
Last login 18 years, 8 months, and 29 days ago from *.be.",26,Beorning,Battlemistress,Retired,medium,"query_name=Winnie | display_name=Winnie the Bear-girl | epithet_or_title=the Bear-girl | Last login 18 years, 8 months, and 29 days ago from *.be."
whois_winzy_1780917290,char_winzy,Winzy,2026-06-08 21:14:51,"Winzy No Bangs [M.L], the first son of Beorn is a Man [Retired].
Last login 5 months and 6 days ago.",,Man,,Retired,medium,"query_name=Winzy | display_name=Winzy No Bangs [M.L], the first son of Beorn | epithet_or_title=No Bangs [M.L], the first son of Beorn | Last login 5 months and 6 days ago."
whois_wobbit_1780917296,char_wobbit,Wobbit,2026-06-08 21:14:56,"Wobbit Golden Heart is a level twenty-four Harfoot Priestess
    [Retired].
Last login 12 years, 4 months, and 24 days ago from [numerical
    address].",24,Harfoot,Priestess,Retired,medium,"query_name=Wobbit | display_name=Wobbit Golden Heart | epithet_or_title=Golden Heart | Last login 12 years, 4 months, and 24 days ago from [numerical address]."
